Белорусская АЭС-1-СВБУ  АРМ ЦТП-1 (10CKD02)
Имя пользователя: ATE_SMATE, Имя протокола: NVATE_CFDI/JEC 
Создано: 30.01.2020 22:34:01, Выборка: 30.01.20 18:20:00 - 30.01.20 18:50:00
Время	KKS	Знач	Ед.изм	Дост	Описание	
30.01.20 18:38:58,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:38:58,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:38:58,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:38:58,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:03,000	10JEC41CT842_XQ01	292	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:04,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:04,000	10JEC31CT814_XQ01	50.2	°C	дост	Темп хол сп 10JEC31 0-100 ГРАД	
30.01.20 18:39:04,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:04,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:04,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:05,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:05,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:05,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:07,000	10JEC41CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:08,000	10JEC11CT811_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:08,000	10JEC21CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:08,000	10JEC31CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:17,000	10JEC41CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:17,000	10JEC11CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:17,000	10JEC21CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:17,000	10JEC31CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:20,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:21,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:27,000	10JEC11CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:27,000	10JEC21CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:27,000	10JEC31CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:28,000	10JEC41CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:28,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:28,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:28,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:28,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:35,000	10JEC41CT821_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:36,000	10JEC41CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:38,000	10JEC11CT811_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:38,000	10JEC21CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:38,000	10JEC31CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:38,000	10JEC41CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:38,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:38,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:38,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:38,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:48,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:48,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:48,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:48,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:49,000	10JEC31CT824_XQ01	50.1	°C	дост	Темп хол сп 10JEC31 0-100 ГРАД	
30.01.20 18:39:56,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:57,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:58,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:58,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:58,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:39:59,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:03,000	10JEC41CT831_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:04,000	10JEC41CT831_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:09,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:10,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:10,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:10,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:14,000	10JEC31CT813_XQ01	58.6	°C	дост	Темп хол сп 10JEC31 0-100 ГРАД	
30.01.20 18:40:14,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:15,000	10JEC41CT842_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:15,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:16,000	10JEC11CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:16,000	10JEC21CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:16,000	10JEC31CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:16,000	10JEC41CT842_XQ01	284  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:18,000	10JEC41CT832_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:18,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:18,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:18,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:18,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:19,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:19,000	10JEC41CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:20,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:20,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:20,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:26,000	10JEC11CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:26,000	10JEC21CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:26,000	10JEC31CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:26,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:28,000	10JEC11CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:28,000	10JEC21CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:28,000	10JEC31CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:28,273	10JEC31CT825_XQ01	284.44	°C	дост	Температура теплоносителя в горячей нитке петли 3 первого контура	
30.01.20 18:40:29,000	10JEC11CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:29,000	10JEC21CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:29,000	10JEC31CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:30,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:30,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:30,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:31,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:31,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:31,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:32,272	10JEC43CT845_XQ01	284.46	°C	дост	Температура теплоносителя в холодной нитке петли 4 первого контура	
30.01.20 18:40:38,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:38,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:38,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:38,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:50,000	10JEC11CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:50,000	10JEC21CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:50,000	10JEC31CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:51,000	10JEC11CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:51,000	10JEC21CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:51,000	10JEC31CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:53,000	10JEC11CT811_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:53,000	10JEC41CT831_XQ01	283	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:53,000	10JEC21CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:53,000	10JEC31CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:53,000	10JEC41CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:54,000	10JEC41CT831_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:40:59,000	10JEC31CT843_XQ01	57.2	°C	дост	Темп хол сп 10JEC31 0-100 ГРАД	
30.01.20 18:41:02,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:02,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:02,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:03,000	10JEC31CT844V_XQ01	49.8	°C	дост	Темп хол сп 0-100 ГРАД	
30.01.20 18:41:03,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:03,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:03,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:08,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:08,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:08,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:08,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:09,126	10JEC33CT845_XQ01	284.45	°C	дост	Температура теплоносителя в холодной нитке петли 3 первого контура	
30.01.20 18:41:15,000	10JEC41CT831_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:16,000	10JEC41CT831_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:18,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:18,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:18,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:18,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:22,000	10JEC31CT823_XQ01	58.4	°C	дост	Темп хол сп 10JEC31 0-100 ГРАД	
30.01.20 18:41:23,000	10JEC11CT811_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:23,000	10JEC21CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:23,000	10JEC31CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:23,000	10JEC41CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:24,000	10JEC31CT843X_XQ01	57.2	°C	дост	Темп хол сп 0-100 ГРАД	
30.01.20 18:41:28,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:28,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:28,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:28,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:28,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:28,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:28,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:29,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:29,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:29,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:34,000	10JEC41CT832_XQ01	283	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:35,000	10JEC41CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:49,000	10JEC41CT811_XQ01	292	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:50,000	10JEC41CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:51,000	10JEC41CT841_XQ01	292	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:52,000	10JEC41CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:41:53,882	10JEC21CT815_XQ01	284.42	°C	дост	Температура теплоносителя в горячей нитке петли 2 первого контура	
30.01.20 18:42:08,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:08,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:08,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:08,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:12,284	10JEC33CT835_XQ01	284.55	°C	дост	Температура теплоносителя в холодной нитке петли 3 первого контура	
30.01.20 18:42:16,000	10JEC11CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:16,000	10JEC21CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:16,000	10JEC31CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:16,000	10JEC41CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:17,000	10JEC11CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:17,000	10JEC21CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:17,000	10JEC31CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:18,000	10JEC41CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:18,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:19,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:20,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:21,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:21,883	10JEC41CT825_XQ01	284.46	°C	дост	Температура теплоносителя в горячей нитке петли 4 первого контура	
30.01.20 18:42:22,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:22,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:22,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:23,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:23,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:23,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:26,000	10JEC11CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:26,000	10JEC21CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:26,000	10JEC31CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:26,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:27,000	10JEC11CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:27,000	10JEC21CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:27,000	10JEC31CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:28,000	10JEC41CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:29,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:30,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:30,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:30,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:30,733	10JEC33CT815_XQ01	284.50	°C	дост	Температура теплоносителя в холодной нитке петли 3 первого контура	
30.01.20 18:42:35,000	10JEC41CT841_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:36,000	10JEC41CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:39,000	10JEC11CT813_XQ01	59.7	°C	дост	Темп хол сп 10JEC11 0-100 ГРАД	
30.01.20 18:42:39,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:40,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:40,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:40,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:42:47,000	10JEC11CT824V_XQ01	53.3	°C	дост	Темп хол сп 0-100 ГРАД	
30.01.20 18:42:53,890	10JEC11CT845_XQ01	285.13	°C	дост	Температура теплоносителя в горячей нитке петли 1 первого контура	
30.01.20 18:42:54,687	10JEC41CT835_XQ01	284.40	°C	дост	Температура теплоносителя в горячей нитке петли 4 первого контура	
30.01.20 18:43:08,000	10JEC41CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:09,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:12,400	10JEC41CT815_XQ01	284.37	°C	дост	Температура теплоносителя в горячей нитке петли 4 первого контура	
30.01.20 18:43:14,000	10JEC11CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:14,000	10JEC21CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:14,000	10JEC31CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:14,000	10JEC41CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:14,687	10JEC31CT835_XQ01	284.51	°C	дост	Температура теплоносителя в горячей нитке петли 3 первого контура	
30.01.20 18:43:16,000	10JEC11CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:16,000	10JEC21CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:16,000	10JEC31CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:16,000	10JEC41CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:19,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:20,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:20,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:20,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:21,942	10JEC43CT815_XQ01	284.67	°C	дост	Температура теплоносителя в холодной нитке петли 4 первого контура	
30.01.20 18:43:22,685	10JEC11CT835_XQ01	284.52	°C	дост	Температура теплоносителя в горячей нитке петли 1 первого контура	
30.01.20 18:43:26,000	10JEC11CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:26,000	10JEC21CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:26,000	10JEC31CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:26,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:29,000	10JEC41CT812_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:30,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:30,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:30,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:30,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:34,691	10JEC21CT845_XQ01	284.62	°C	дост	Температура теплоносителя в горячей нитке петли 2 первого контура	
30.01.20 18:43:36,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:37,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:38,000	10JEC11CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:43:38,000	10JEC21CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
