Белорусская АЭС-1-СВБУ  АРМ ЦТП-1 (10CKD02)
Имя пользователя: ATE_SMATE, Имя протокола: NVATE_CFDI/JEC 
Создано: 30.01.2020 22:34:01, Выборка: 30.01.20 18:20:00 - 30.01.20 18:50:00
Время	KKS	Знач	Ед.изм	Дост	Описание	
30.01.20 18:26:58,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:04,000	10JEC11CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:04,000	10JEC21CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:04,000	10JEC31CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:05,000	10JEC11CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:05,000	10JEC21CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:05,000	10JEC31CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:06,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:06,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:06,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:07,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:07,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:07,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:15,000	10JEC41CT822_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:16,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:17,790	10JEC21CT835_XQ01	284.49	°C	дост	Температура теплоносителя в горячей нитке петли 2 первого контура	
30.01.20 18:27:21,000	10JEC41CT821_XQ01	292	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:22,000	10JEC41CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:28,199	10JEC23CT815_XQ01	284.76	°C	дост	Температура теплоносителя в холодной нитке петли 2 первого контура	
30.01.20 18:27:29,844	10JEC11CT815_XQ01	284.50	°C	дост	Температура теплоносителя в горячей нитке петли 1 первого контура	
30.01.20 18:27:31,000	10JEC41CT841_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:32,000	10JEC41CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:38,000	10JEC11CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:38,000	10JEC21CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:38,000	10JEC31CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:39,000	10JEC11CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:39,000	10JEC21CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:39,000	10JEC31CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:48,000	10JEC11CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:48,000	10JEC21CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:48,000	10JEC31CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:49,000	10JEC11CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:49,000	10JEC21CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:49,000	10JEC31CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:51,000	10JEC41CT822_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:52,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:54,000	10JEC11CT844_XQ01	52.3	°C	дост	Темп хол сп 10JEC11 0-100 ГРАД	
30.01.20 18:27:56,193	10JEC41CT835_XQ01	284.51	°C	дост	Температура теплоносителя в горячей нитке петли 4 первого контура	
30.01.20 18:27:57,000	10JEC41CT811_XQ01	292	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:27:58,000	10JEC41CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:05,000	10JEC41CT822_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:06,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:09,794	10JEC23CT825_XQ01	284.76	°C	дост	Температура теплоносителя в холодной нитке петли 2 первого контура	
30.01.20 18:28:14,000	10JEC11CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:14,000	10JEC21CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:14,000	10JEC31CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:14,000	10JEC41CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:24,195	10JEC23CT845_XQ01	284.56	°C	дост	Температура теплоносителя в холодной нитке петли 2 первого контура	
30.01.20 18:28:28,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:29,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:33,000	10JEC41CT812_XQ01	283	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:34,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:34,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:35,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:28:39,000	10JEC31CT843X_XQ01	57.1	°C	дост	Темп хол сп 0-100 ГРАД	
30.01.20 18:28:44,199	10JEC31CT835_XQ01	284.61	°C	дост	Температура теплоносителя в горячей нитке петли 3 первого контура	
30.01.20 18:28:54,000	10JEC31CT843_XQ01	57.1	°C	дост	Темп хол сп 10JEC31 0-100 ГРАД	
30.01.20 18:28:56,198	10JEC33CT835_XQ01	284.66	°C	дост	Температура теплоносителя в холодной нитке петли 3 первого контура	
30.01.20 18:29:00,201	10JEC33CT815_XQ01	284.62	°C	дост	Температура теплоносителя в холодной нитке петли 3 первого контура	
30.01.20 18:29:01,000	10JEC11CT821_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:01,000	10JEC21CT821_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:01,000	10JEC31CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:01,000	10JEC41CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:03,000	10JEC41CT831_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:04,000	10JEC41CT831_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:07,000	10JEC41CT821_XQ01	283	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:07,000	10JEC41CT842_XQ01	283	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:08,000	10JEC41CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:08,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:11,000	10JEC31CT823X_XQ01	58.3	°C	дост	Темп хол сп 0-100 ГРАД	
30.01.20 18:29:16,000	10JEC11CT834V_XQ01	52.7	°C	дост	Темп хол сп 0-100 ГРАД	
30.01.20 18:29:20,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:21,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:24,201	10JEC41CT815_XQ01	284.48	°C	дост	Температура теплоносителя в горячей нитке петли 4 первого контура	
30.01.20 18:29:28,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:28,000	10JEC11CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:28,000	10JEC21CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:28,000	10JEC31CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:28,201	10JEC11CT845_XQ01	285.23	°C	дост	Температура теплоносителя в горячей нитке петли 1 первого контура	
30.01.20 18:29:32,203	10JEC11CT835_XQ01	284.63	°C	дост	Температура теплоносителя в горячей нитке петли 1 первого контура	
30.01.20 18:29:34,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:35,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:38,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:38,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:38,000	10JEC11CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:38,000	10JEC21CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:38,000	10JEC31CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:38,000	10JEC41CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:39,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:40,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:40,000	10JEC31CT823Y_XQ01	58.3	°C	дост	Т ХЛДН СПАЕВ 0-100 ГРАД	
30.01.20 18:29:40,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:40,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:46,000	10JEC11CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:46,000	10JEC21CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:46,000	10JEC31CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:46,000	10JEC41CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:49,000	10JEC11CT823X_XQ01	59.6	°C	дост	Темп хол сп 0-100 ГРАД	
30.01.20 18:29:49,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:50,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:50,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:50,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:51,000	10JEC41CT822_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:51,403	10JEC41CT845_XQ01	284.75	°C	дост	Температура теплоносителя в горячей нитке петли 4 первого контура	
30.01.20 18:29:52,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:56,000	10JEC11CT841_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:56,000	10JEC21CT841_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:56,000	10JEC31CT841_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:56,000	10JEC11CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:56,000	10JEC21CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:56,000	10JEC31CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:56,000	10JEC41CT841_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:56,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:56,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:57,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:58,000	10JEC41CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:59,000	10JEC11CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:59,000	10JEC41CT831_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:59,000	10JEC21CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:29:59,000	10JEC31CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:00,000	10JEC41CT831_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:10,653	10JEC31CT825_XQ01	284.54	°C	дост	Температура теплоносителя в горячей нитке петли 3 первого контура	
30.01.20 18:30:12,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:13,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:15,000	10JEC41CT812_XQ01	292	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:16,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:22,000	10JEC31CT813Y_XQ01	58.5	°C	дост	Т ХЛДН СПАЕВ 0-100 ГРАД	
30.01.20 18:30:23,000	10JEC41CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:24,000	10JEC11CT811_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:24,000	10JEC21CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:24,000	10JEC31CT811_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:25,000	10JEC41CT812_XQ01	283	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:26,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:26,000	10JEC11CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:26,000	10JEC21CT841_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:26,000	10JEC31CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:26,000	10JEC11CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:26,000	10JEC21CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:26,000	10JEC31CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:26,000	10JEC41CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:26,000	10JEC41CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:26,000	10JEC41CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:27,000	10JEC41CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:29,000	10JEC11CT821_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:29,000	10JEC21CT821_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:29,000	10JEC31CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:29,000	10JEC41CT821_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:36,000	10JEC11CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:36,000	10JEC21CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:36,000	10JEC31CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:36,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:53,000	10JEC41CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:54,000	10JEC11CT811_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:54,000	10JEC21CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:54,000	10JEC31CT811_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:58,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:30:59,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:14,000	10JEC41CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:15,000	10JEC41CT812_XQ01	284	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:15,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:16,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:18,000	10JEC11CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:18,000	10JEC21CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:18,000	10JEC31CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:19,000	10JEC11CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:19,000	10JEC21CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:19,000	10JEC31CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:24,000	10JEC11CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:24,000	10JEC21CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:24,000	10JEC31CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:25,000	10JEC31CT833X_XQ01	56.4	°C	дост	Темп хол сп 0-100 ГРАД	
30.01.20 18:31:25,000	10JEC11CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:25,000	10JEC21CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:25,000	10JEC31CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:27,000	10JEC11CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:27,000	10JEC21CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:27,000	10JEC31CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:27,000	10JEC41CT832_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:28,000	10JEC31CT813X_XQ01	58.5	°C	дост	Темп хол сп 0-100 ГРАД	
30.01.20 18:31:28,000	10JEC41CT822_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:29,000	10JEC41CT822_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:33,000	10JEC11CT834_XQ01	52.7	°C	дост	Темп хол сп 10JEC11 0-100 ГРАД	
30.01.20 18:31:37,000	10JEC23CT004_XQ01	49.8	°C	дост	Т ХЛДН СПАЕВ 0-100 ГРАД	
30.01.20 18:31:37,000	10JEC11CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:37,000	10JEC21CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:37,000	10JEC31CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:37,000	10JEC41CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:45,000	10JEC11CT843_XQ01	60.0	°C	дост	Темп хол сп 10JEC11 0-100 ГРАД	
30.01.20 18:31:46,000	10JEC11CT841_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:46,000	10JEC21CT841_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:46,000	10JEC31CT841_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:46,000	10JEC41CT841_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:49,000	10JEC31CT833Y_XQ01	56.4	°C	дост	Т ХЛДН СПАЕВ 0-100 ГРАД	
30.01.20 18:31:49,000	10JEC41CT832_XQ01	291	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:50,000	10JEC41CT832_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:56,000	10JEC41CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:57,000	10JEC41CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:58,000	10JEC11CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:58,000	10JEC21CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:58,000	10JEC31CT842_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:59,000	10JEC11CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:59,000	10JEC21CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:31:59,000	10JEC31CT842_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:00,216	10JEC41CT825_XQ01	284.56	°C	дост	Температура теплоносителя в горячей нитке петли 4 первого контура	
30.01.20 18:32:01,000	10JEC31CT824V_XQ01	50.1	°C	дост	Темп хол сп 0-100 ГРАД	
30.01.20 18:32:05,117	10JEC43CT845_XQ01	284.56	°C	дост	Температура теплоносителя в холодной нитке петли 4 первого контура	
30.01.20 18:32:08,000	10JEC41CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:09,000	10JEC41CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:09,817	10JEC21CT815_XQ01	284.52	°C	дост	Температура теплоносителя в горячей нитке петли 2 первого контура	
30.01.20 18:32:11,000	10JEC31CT833_XQ01	56.5	°C	дост	Темп хол сп 10JEC31 0-100 ГРАД	
30.01.20 18:32:15,000	10JEC31CT843Y_XQ01	57.2	°C	дост	Т ХЛДН СПАЕВ 0-100 ГРАД	
30.01.20 18:32:16,000	10JEC11CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:16,000	10JEC21CT841_XQ01	288	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:16,000	10JEC31CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:16,000	10JEC41CT841_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:30,000	10JEC11CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:30,000	10JEC21CT821_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:30,000	10JEC31CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:30,000	10JEC41CT821_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:37,822	10JEC33CT845_XQ01	284.55	°C	дост	Температура теплоносителя в холодной нитке петли 3 первого контура	
30.01.20 18:32:40,000	10JEC11CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:40,000	10JEC21CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:40,000	10JEC31CT812_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:41,000	10JEC11CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:41,000	10JEC21CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:41,000	10JEC31CT812_XQ01	287	°C	дост	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:44,000	10JEC11CT841_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:44,000	10JEC21CT841_XQ01	288  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:44,000	10JEC31CT841_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
30.01.20 18:32:44,000	10JEC41CT841_XQ01	287  пл	°C	нет	Темп тепл гор петл 0-400 ГРАД	
